,城区,位置,房型,面积,朝向,装修,楼层,时间,地标,单价,总价,PerPrice
216,海淀区,乐府江南 ,3室2厅,135.44,南北,简装,中楼层(共9层),2003年,田村,88601,1200.0,8.860011813349084
217,海淀区,小南庄社区 ,1室1厅,54.31,南北,简装,中楼层(共6层),1995年,苏州桥,97588,530.0,9.758792119315043
218,海淀区,冶金大院 ,2室1厅,54.1,南北,精装,中楼层(共5层),1986年,皂君庙,88725,480.0,8.872458410351202
219,海淀区,学院南路66号院 ,2室1厅,65.6,南,简装,中楼层(共14层),1987年,白石桥,86891,570.0,8.689024390243903
220,海淀区,城华园 ,2室1厅,64.95,南北,精装,高楼层(共6层),1998年,学院路,86990,565.0,8.698999230177058
221,海淀区,清秀阁 ,2室1厅,89.4,南北,简装,中楼层(共5层),2005年,清河,75951,679.0,7.595078299776286
222,海淀区,时雨园 ,3室2厅,165.96,东南,精装,高楼层(共19层),2005年,世纪城,90986,1510.0,9.098577970595324
223,海淀区,东南小区 ,2室1厅,53.3,南北,精装,底层(共6层),1992年,中关村,134710,718.0,13.470919324577862
224,海淀区,科育小区 ,2室1厅,47.5,南北,精装,顶层(共5层),1976年,中关村,131579,625.0,13.157894736842104
225,海淀区,远大园五区 ,3室2厅,151.81,西南,精装,中楼层(共16层),2001年,世纪城,92221,1400.0,9.222053883143403
226,海淀区,曙光花园 ,2室2厅,113.13,东南,精装,高楼层(共17层),1999年,四季青,80439,910.0,8.04384336603907
227,海淀区,强佑清河新城 ,1室1厅,61.91,东,精装,顶层(共27层),2009年,清河,71879,445.0,7.187853335486998
228,海淀区,志强北园 ,3室0厅,56.9,南北,简装,中楼层(共5层),1980年,小西天,89280,508.0,8.927943760984183
229,海淀区,黄亭子小区 ,2室1厅,62.5,南,简装,低楼层(共18层),1990年,北太平庄,86080,538.0,8.608
230,海淀区,普惠南里 ,2室1厅,62.1,南,精装,低楼层(共16层),1986年,公主坟,86152,535.0,8.61513687600644
231,海淀区,富润家园 ,2室1厅,92.64,西,精装,低楼层(共27层),2003年,学院路,76641,710.0,7.664075993091537
232,海淀区,田村40号院 ,3室1厅,89.46,南西北,精装,低楼层(共6层),1999年,田村,74894,670.0,7.489380728817349
233,海淀区,远大园四区 ,2室2厅,58.61,东南,精装,高楼层(共16层),2000年,世纪城,131036,768.0,13.103565944378092
234,海淀区,稻香园 ,2室1厅,60.0,南北,简装,底层(共6层),1992年,苏州桥,98000,588.0,9.8
235,海淀区,西六砖瓦厂家属楼 ,2室1厅,57.2,南北,简装,中楼层(共5层),1985年,海淀北部新区,54196,310.0,5.419580419580419
236,海淀区,翠微路22号院 ,2室1厅,53.04,南北,简装,低楼层(共6层),1994年,公主坟,95777,508.0,9.577677224736048
237,海淀区,蓟门东里 ,3室1厅,77.9,西北,简装,低楼层(共16层),1986年,知春路,79590,620.0,7.958921694480102
238,海淀区,新外大街3号院 ,1室1厅,26.5,东,简装,中楼层(共4层),1960年,小西天,97359,258.0,9.735849056603774
239,丰台区,莲花池南里 ,2室1厅,52.97,南,精装,低楼层(共6层),1985年,广安门,69663,369.0,6.966207287143666
240,丰台区,方南家园一期 ,2室1厅,51.66,南北,简装,低楼层(共6层),1998年,刘家窑,56137,290.0,5.613627564847078
241,丰台区,石榴园南里小区 ,1室1厅,47.83,西,简装,中楼层(共6层),1998年,刘家窑,52060,249.0,5.205937696006691
242,丰台区,鑫兆雅园南区 ,2室1厅,74.54,西北,简装,中楼层(共22层),2003年,刘家窑,59834,446.0,5.983364636436812
243,丰台区,太平桥东里 ,1室1厅,45.92,南,简装,中楼层(共6层),1989年,太平桥,64896,298.0,6.489547038327526
244,丰台区,太平桥西里 ,2室1厅,53.12,南北,简装,高楼层(共6层),1985年,太平桥,72478,385.0,7.247740963855422
245,丰台区,新新天第 ,2室1厅,57.76,东南北,简装,低楼层(共10层),2006年,马家堡,61462,355.0,6.14612188365651
246,丰台区,南庭新苑北区 ,3室1厅,81.32,东南北,精装,顶层(共16层),2009年,新宫,50173,408.0,5.017215937038859
247,丰台区,和义东里五区 ,2室1厅,56.59,南北,简装,中楼层(共6层),1984年,和义,49126,278.0,4.912528715320728
248,丰台区,芳城园一区 ,2室1厅,95.0,西南,精装,低楼层(共25层),1990年,方庄,62948,598.0,6.294736842105263
249,丰台区,育芳园东里 ,3室1厅,103.8,南北,精装,中楼层(共6层),1993年,玉泉营,52024,540.0,5.202312138728324
250,丰台区,太平桥小区 ,2室1厅,56.83,南北,精装,中楼层(共6层),1985年,太平桥,68274,388.0,6.8273799049797645
251,丰台区,鹏润家园 ,2室1厅,64.17,东北,精装,低楼层(共16层),2001年,菜户营,62335,400.0,6.233442418575658
252,丰台区,和义西里二区 ,2室1厅,73.91,南北,简装,底层(共6层),2000年,和义,49791,368.0,4.979028548234339
253,丰台区,金泰城丽湾 ,2室2厅,115.86,南,精装,高楼层(共21层),2008年,菜户营,77249,895.0,7.7248403245296045
254,丰台区,世嘉丽晶 ,3室1厅,122.31,南北,简装,低楼层(共6层),2005年,和义,48893,598.0,4.88921592674352
255,丰台区,建邦华府 ,2室1厅,104.46,南北,精装,中楼层(共13层),2009年,刘家窑,58396,610.0,5.839555810836684
256,丰台区,日新家园 ,2室1厅,67.48,南北,精装,高楼层(共6层),1997年,赵公口,54832,370.0,5.483106105512745
257,丰台区,华富丽苑 ,2室2厅,98.93,南北,精装,低楼层(共30层),2007年,青塔,52563,520.0,5.256241787122208
258,丰台区,石榴庄西街 ,2室1厅,55.2,东南西,简装,中楼层(共6层),1991年,赵公口,52537,290.0,5.253623188405797
259,丰台区,天伦锦城 ,1室1厅,58.4,南北,精装,低楼层(共11层),2006年,花乡,46062,269.0,4.606164383561644
260,丰台区,世嘉丽晶 ,2室1厅,63.99,南北,精装,顶层(共6层),2005年,和义,51259,328.0,5.125800906391624
261,丰台区,北大地三里 ,1室1厅,33.3,南,精装,底层(共5层),1982年,北大地,83484,278.0,8.348348348348349
262,丰台区,恋日嘉园一期 ,1室1厅,40.44,南,精装,中楼层(共13层),2001年,草桥,74184,300.0,7.41839762611276
263,丰台区,蒲黄榆三里 ,1室1厅,44.26,南,精装,顶层(共12层),1984年,蒲黄榆,62811,278.0,6.281066425666516
264,丰台区,春园 ,1室1厅,51.99,南,精装,顶层(共18层),1998年,青塔,52991,275.5,5.299095979996153
265,丰台区,建邦枫景 ,2室1厅,78.23,南西,精装,高楼层(共22层),2010年,青塔,52410,410.0,5.240956154927777
266,丰台区,万柳园小区 ,1室1厅,42.67,南北,简装,中楼层(共6层),1992年,玉泉营,63042,269.0,6.304194984766815
267,丰台区,定安西里 ,2室1厅,55.6,南北,精装,顶层(共6层),1988年,木樨园,54317,302.0,5.431654676258993
268,丰台区,gogo新世代 ,1室1厅,46.39,东,精装,低楼层(共30层),2005年,方庄,65747,305.0,6.574692821728821
269,丰台区,冠军楼 ,2室1厅,88.99,东南,简装,低楼层(共21层),1998年,木樨园,48321,430.0,4.8320035959096534
270,丰台区,西翠芳庭 ,3室2厅,120.43,南西北,毛坯,低楼层(共22层),2002年,青塔,44425,535.0,4.442414680727393
271,丰台区,和义东里三区 ,2室1厅,54.87,南北,简装,顶层(共6层),1987年,和义,45563,250.0,4.5562238017131405
272,丰台区,优筑 ,2室2厅,100.08,南,精装,低楼层(共16层),2007年,玉泉营,64949,650.0,6.49480415667466
273,丰台区,明日嘉园 ,1室0厅,39.58,北,简装,中楼层(共23层),2003年,马家堡,66448,263.0,6.644770085901971
274,丰台区,西罗园四区 ,2室1厅,69.28,东北,简装,低楼层(共22层),1993年,西罗园,52685,365.0,5.268475750577367
275,丰台区,嘉园二里 ,2室1厅,55.88,南北,精装,高楼层(共6层),1998年,马家堡,66214,370.0,6.62133142448103
276,丰台区,嘉园二里 ,2室1厅,57.7,南北,精装,顶层(共6层),1998年,马家堡,57193,330.0,5.719237435008665
277,丰台区,gogo新世代 ,1室1厅,46.39,西,简装,低楼层(共32层),2005年,方庄,65747,305.0,6.574692821728821
278,丰台区,西府景园 ,3室1厅,119.39,南北,简装,中楼层(共23层),2004年,岳各庄,55282,660.0,5.528101181003434
279,丰台区,苗圃东里 ,3室1厅,83.22,西南北,简装,高楼层(共22层),1998年,赵公口,53113,442.0,5.311223263638548
280,丰台区,丰西北里 ,2室1厅,53.72,南北,简装,中楼层(共6层),1990年,五里店,44677,240.0,4.467609828741623
281,丰台区,芳星园二区 ,2室1厅,63.5,东南,简装,中楼层(共25层),1992年,方庄,72441,460.0,7.244094488188976
282,丰台区,广安﹒康馨家园 ,3室1厅,91.91,南西北,简装,高楼层(共34层),2015年,青塔,50049,460.0,5.004896094005005
283,丰台区,大红门35号院 ,2室1厅,62.37,南北,精装,顶层(共6层),1996年,角门,53712,335.0,5.371172037838705
284,丰台区,中海九号公馆 ,3室2厅,178.83,南北,精装,低楼层(共16层),2012年,科技园区,78231,1399.0,7.823072191466756
285,丰台区,卢沟桥南里 ,2室1厅,57.19,东西,简装,低楼层(共6层),1987年,卢沟桥,45446,259.9,4.544500786850848
286,丰台区,建欣苑三里 ,2室1厅,60.3,南北,精装,中楼层(共6层),1997年,大红门,58873,355.0,5.887230514096186
287,丰台区,石榴园北里小区 ,2室1厅,58.51,南北,简装,低楼层(共6层),1992年,刘家窑,55205,323.0,5.520423859169373
288,丰台区,四方景园二区 ,2室1厅,85.11,西北,精装,高楼层(共28层),2005年,成寿寺,56398,480.0,5.6397603101868174
289,丰台区,华芳园 ,1室1厅,64.95,西,简装,高楼层(共24层),1999年,成寿寺,52348,340.0,5.234795996920708
290,丰台区,秀蝶双座 ,2室2厅,92.62,南,简装,中楼层(共26层),2007年,青塔,53877,499.0,5.387605268840423
291,丰台区,北大地三里 ,3室1厅,67.6,南北,简装,中楼层(共5层),1981年,北大地,65829,445.0,6.582840236686391
292,丰台区,三环新城8号院 ,1室1厅,52.6,东南,精装,中楼层(共18层),2006年,玉泉营,65590,345.0,6.55893536121673
293,丰台区,莲花池南里 ,2室1厅,68.9,南,精装,中楼层(共16层),1992年,广安门,70828,488.0,7.082728592162554
294,丰台区,铁路小区 ,2室1厅,71.54,东南,简装,低楼层(共24层),1997年,六里桥,76881,550.0,7.688006709533128
295,丰台区,兆丰园 ,3室2厅,143.62,东南,精装,高楼层(共20层),2000年,青塔,50759,729.0,5.0758947221835395
296,丰台区,南曦大厦 ,2室1厅,115.88,南,精装,中楼层(共22层),2004年,木樨园,47291,548.0,4.729030031066621
297,丰台区,莲怡园北路1号院 ,2室1厅,59.47,南北,简装,中楼层(共6层),1995年,六里桥,61376,365.0,6.137548343702707
298,丰台区,南木樨园 ,2室1厅,50.98,南,精装,低楼层(共6层),1986年,木樨园,58062,296.0,5.8061985092193025
299,石景山区,八角北路 ,2室1厅,53.97,南北,简装,低楼层(共6层),1985年,八角,51881,280.0,5.188067444876784
300,石景山区,京汉旭城 ,1室1厅,58.06,南,简装,高楼层(共17层),2006年,鲁谷,54771,318.0,5.477092662762659
301,石景山区,古城南路 ,3室1厅,59.1,南北,精装,顶层(共5层),1978年,古城,46532,275.0,4.653130287648054
302,石景山区,诗景长安 ,2室1厅,90.96,南北,精装,低楼层(共25层),2010年,鲁谷,62995,573.0,6.299472295514512
303,石景山区,金顶街五区 ,2室1厅,95.88,南,简装,高楼层(共24层),2007年,苹果园,47769,458.0,4.776804338756779
304,石景山区,七星园 ,1室1厅,63.86,南,精装,中楼层(共19层),1996年,鲁谷,53868,344.0,5.386783589101158
305,石景山区,海特花园小区 ,3室1厅,108.16,南,精装,低楼层(共18层),1996年,苹果园,48077,520.0,4.8076923076923075
306,石景山区,八宝山南路29号院 ,2室1厅,40.4,南,简装,中楼层(共6层),1990年,鲁谷,56931,230.0,5.693069306930694
307,石景山区,老山东里 ,2室1厅,73.42,南北,精装,中楼层(共6层),1999年,老山,56525,415.0,5.65241078725143
308,石景山区,北重西厂 ,1室1厅,41.41,西,精装,中楼层(共6层),1989年,鲁谷,53128,220.0,5.312726394590679
309,石景山区,八角北路 ,2室1厅,50.39,南北,简装,中楼层(共6层),1984年,八角,51598,260.0,5.159753919428458
310,石景山区,模式口东里 ,2室1厅,52.46,东西,精装,中楼层(共6层),1991年,苹果园,48609,255.0,4.8608463591307665
311,石景山区,八角中里 ,2室1厅,58.64,南北,简装,中楼层(共6层),1990年,八角,52865,310.0,5.286493860845839
312,石景山区,模式口西里 ,2室1厅,60.3,南,精装,低楼层(共16层),1988年,苹果园,42952,259.0,4.295190713101161
313,石景山区,杨庄中区 ,2室1厅,66.3,南北,简装,底层(共6层),1998年,杨庄,49171,326.0,4.917043740573153
314,石景山区,奈伦熙府 ,2室1厅,80.79,南北,简装,高楼层(共6层),2007年,杨庄,56319,455.0,5.631885134298799
315,石景山区,永乐东区 ,2室1厅,55.29,西,精装,顶层(共6层),1982年,鲁谷,46664,258.0,4.666304937601736
316,石景山区,永乐西区 ,2室1厅,59.42,南北,简装,顶层(共6层),1992年,鲁谷,47123,280.0,4.712218108381016
317,石景山区,八角北路 ,2室1厅,54.02,南北,精装,低楼层(共6层),1985年,八角,50537,273.0,5.053683820807108
318,石景山区,京汉旭城 ,2室1厅,90.35,南北,精装,中楼层(共16层),2004年,鲁谷,63088,570.0,6.30879911455451
319,石景山区,西山枫林一二期 ,3室2厅,120.95,南北,精装,中楼层(共11层),2004年,苹果园,53742,650.0,5.374121537825547
320,石景山区,地铁古城家园 ,3室2厅,103.38,东北,精装,低楼层(共24层),2001年,杨庄,39950,413.0,3.994970013542271
321,石景山区,融景城 ,2室2厅,90.83,南北,精装,高楼层(共26层),2010年,八角,56700,515.0,5.669932841572168
322,石景山区,模式口西里 ,2室1厅,56.67,南北,精装,底层(共6层),1987年,苹果园,46762,265.0,4.676195517910711
323,石景山区,远洋山水 ,2室1厅,114.93,东,简装,中楼层(共20层),2008年,鲁谷,64388,740.0,6.438701818498216
324,石景山区,模式口西里 ,2室1厅,62.17,南北,精装,低楼层(共6层),1987年,苹果园,43912,273.0,4.391185459224706
325,石景山区,重兴园 ,2室1厅,92.02,南北,精装,低楼层(共6层),2003年,鲁谷,55967,515.0,5.596609432732015
326,石景山区,杨庄小区 ,2室1厅,59.64,南,简装,低楼层(共14层),1991年,杨庄,51979,310.0,5.197853789403085
327,石景山区,苹果园小区三区 ,2室1厅,74.43,东南北,精装,底层(共16层),1994年,苹果园,49443,368.0,4.944242912803976
328,石景山区,老山东里 ,2室1厅,71.1,南北,简装,6层,1999年,老山,54853,390.0,5.485232067510549
329,石景山区,老山东里 ,3室1厅,65.0,西北,简装,低楼层(共16层),1986年,老山,50462,328.0,5.046153846153846
330,石景山区,模式口西里 ,2室1厅,55.6,南,简装,顶层(共6层),1987年,苹果园,42986,239.0,4.298561151079136
331,石景山区,远洋沁山水 ,2室1厅,88.74,西,精装,低楼层(共20层),2009年,鲁谷,78883,700.0,7.888212756366915
332,石景山区,远洋山水 ,2室2厅,109.57,南北,简装,中楼层(共26层),2007年,鲁谷,61605,675.0,6.160445377384321
333,石景山区,古城南里 ,1室1厅,45.05,南,毛坯,中楼层(共16层),1984年,古城,57714,260.0,5.771365149833518
334,石景山区,杨庄小区 ,2室1厅,64.0,南北,精装,低楼层(共14层),1992年,杨庄,49375,316.0,4.9375
335,石景山区,永乐东区 ,1室1厅,29.07,南,简装,中楼层(共4层),1958年,鲁谷,55040,160.0,5.503955968352253
336,石景山区,远洋山水 ,2室1厅,96.26,南北,精装,底层(共27层),2007年,鲁谷,60254,580.0,6.025348015790567
337,石景山区,地铁古城家园 ,2室1厅,79.84,东南,简装,低楼层(共24层),2000年,杨庄,43713,349.0,4.371242484969939
338,石景山区,老山东里 ,3室1厅,65.0,西北,简装,高楼层(共16层),1985年,老山,49231,320.0,4.923076923076923
339,石景山区,古城路小区 ,2室1厅,48.86,东西,精装,中楼层(共6层),1980年,古城,46664,228.0,4.66639377814163
340,石景山区,八角路小区 ,2室0厅,37.07,南北,简装,顶层(共5层),1971年,八角,41813,155.0,4.181278661990828
341,石景山区,科研楼 ,2室1厅,55.39,南,精装,底层(共6层),1991年,苹果园,48746,270.0,4.87452608774147
342,石景山区,杨庄中区 ,2室1厅,80.27,南北,精装,中楼层(共16层),1996年,杨庄,46718,375.0,4.671732901457581
343,石景山区,远洋沁山水 ,2室2厅,88.91,南北,精装,中楼层(共21层),2009年,鲁谷,87730,780.0,8.772916432347317
344,石景山区,金顶阳光 ,2室1厅,88.68,南,简装,低楼层(共21层),2009年,苹果园,46234,410.0,4.623364907532702
345,石景山区,杨庄小区 ,2室1厅,56.43,东西,简装,低楼层(共6层),1993年,杨庄,49265,278.0,4.926457558036505
346,石景山区,八角南里 ,2室1厅,80.07,西北,精装,低楼层(共20层),1999年,八角,48083,385.0,4.808292743849132
347,石景山区,永乐西区 ,3室1厅,76.5,东西,简装,中楼层(共5层),1993年,鲁谷,47713,365.0,4.771241830065359
348,石景山区,金顶街59号院 ,2室1厅,79.31,南北,精装,低楼层(共6层),2006年,苹果园,49805,395.0,4.980456436767116
349,石景山区,奈伦熙府 ,3室1厅,144.27,西南,精装,中楼层(共18层),2006年,杨庄,53026,765.0,5.302557704304429
350,石景山区,海特花园小区 ,2室1厅,93.26,南北,简装,高楼层(共7层),1999年,苹果园,42784,399.0,4.278361569804846
351,石景山区,融景城 ,2室2厅,88.07,南,精装,顶层(共26层),2012年,八角,57682,508.0,5.768138980356535
352,石景山区,远洋山水 ,1室1厅,62.14,西,简装,低楼层(共25层),2005年,鲁谷,70808,440.0,7.0807853234631475
353,石景山区,久筑物业 ,2室1厅,65.13,东西,简装,低楼层(共12层),1996年,鲁谷,54507,355.0,5.4506371871641335
354,石景山区,雍景双庐 ,2室1厅,90.37,西南,精装,中楼层(共25层),2007年,苹果园,49243,445.0,4.92420050901848
355,石景山区,远洋沁山水 ,1室1厅,61.85,西,精装,高楼层(共18层),2011年,鲁谷,75991,470.0,7.599029911075181
356,石景山区,远洋山水 ,3室1厅,95.86,南北,精装,低楼层(共26层),2007年,鲁谷,66243,635.0,6.624243688712706
357,石景山区,远洋沁山水 ,3室1厅,87.71,东西,精装,中楼层(共20层),2009年,鲁谷,90070,790.0,9.006954737202143
358,石景山区,永乐西区 ,2室1厅,54.61,南北,简装,中楼层(共6层),1993年,鲁谷,56767,310.0,5.676616004394799
359,通州区,蓝调沙龙东区 ,2室2厅,98.4,南北,精装,低楼层(共6层),2005年,九棵树(家乐福),49797,490.0,4.979674796747967
360,通州区,翠福园 ,2室2厅,91.91,南北,简装,中楼层(共6层),2007年,北关,37537,345.0,3.753672070503754
361,通州区,雅丽世居 ,2室1厅,98.01,南北,精装,中楼层(共18层),2005年,果园,44384,435.0,4.438322620140802
362,通州区,新华联家园北区 ,1室0厅,42.85,南,精装,高楼层(共12层),2004年,果园,57643,247.0,5.764294049008168
363,通州区,长城国际 ,1室0厅,43.74,东,精装,22层,2009年,通州北苑,54642,239.0,5.464106081390032
364,通州区,阿尔法社区 ,2室1厅,91.4,南北,精装,低楼层(共9层),2008年,九棵树(家乐福),44858,410.0,4.485776805251641
365,通州区,金隅七零九零 ,2室1厅,88.5,南北,精装,中楼层(共15层),2009年,临河里,47684,422.0,4.768361581920904
366,通州区,荞馨园 ,2室1厅,97.52,南北,简装,中楼层(共6层),2003年,乔庄,43889,428.0,4.388843314191961
367,通州区,金隅通和园 ,2室1厅,90.11,南北,简装,中楼层(共29层),2011年,临河里,38842,350.0,3.88414160470536
368,通州区,蓝调沙龙东区 ,3室2厅,131.52,南北,精装,中楼层(共5层),2005年,九棵树(家乐福),47142,620.0,4.714111922141119
369,通州区,龙鼎园 ,2室1厅,91.62,南北,精装,低楼层(共11层),2005年,九棵树(家乐福),40494,371.0,4.049334206505129
370,通州区,新潮嘉园二期 ,2室2厅,94.48,南北,精装,中楼层(共7层),2004年,潞苑,43396,410.0,4.339542760372566
371,通州区,京贸国际城西区 ,2室1厅,74.43,南,精装,低楼层(共35层),2015年,武夷花园,60460,450.0,6.045949214026602
372,通州区,武夷花园牡丹园 ,2室1厅,87.9,南北,精装,中楼层(共7层),2001年,武夷花园,56770,499.0,5.676905574516495
373,通州区,百合湾 ,4室2厅,111.66,南北,精装,高楼层(共20层),2012年,武夷花园,85080,950.0,8.507970625111946
374,通州区,新潮嘉园一期 ,2室1厅,80.11,南北,简装,中楼层(共7层),2003年,潞苑,44689,358.0,4.4688553239295965
375,通州区,世纪星城三期 ,2室1厅,100.86,南,精装,高楼层(共32层),2008年,通州北苑,43526,439.0,4.3525679159230615
376,通州区,中建雅颂居 ,2室2厅,89.39,南,简装,低楼层(共22层),2012年,潞苑,39714,355.0,3.9713614498266026
377,通州区,世纪星城三期 ,2室2厅,104.5,南北,精装,低楼层(共32层),2008年,通州北苑,46890,490.0,4.688995215311005
378,通州区,龙鼎园 ,1室1厅,62.89,南,简装,低楼层(共11层),2005年,九棵树(家乐福),43092,271.0,4.309111146446176
379,通州区,通景园 ,2室1厅,89.96,南,简装,高楼层(共27层),2010年,九棵树(家乐福),37795,340.0,3.7794575366829704
380,通州区,融科香雪兰溪 ,3室1厅,89.21,南北,精装,高楼层(共18层),2010年,马驹桥,38785,346.0,3.8784889586369244
381,通州区,鑫苑小区 ,2室1厅,89.17,南北,简装,中楼层(共5层),2001年,通州北苑,44298,395.0,4.429740944263766
382,通州区,京贸国际城东区 ,1室1厅,58.97,南,精装,高楼层(共29层),2010年,武夷花园,54265,320.0,5.426488044768527
383,通州区,潞潮佳苑 ,2室1厅,83.58,南北,简装,底层(共6层),2003年,潞苑,46184,386.0,4.618329743957885
384,通州区,云景里南大门 ,2室1厅,89.46,南北,精装,中楼层(共6层),2004年,梨园,45272,405.0,4.527162977867204
385,通州区,格兰晴天 ,3室2厅,104.95,南北,简装,中楼层(共6层),2004年,玉桥,55741,585.0,5.574082896617437
386,通州区,西营后街 ,2室1厅,52.54,南,简装,中楼层(共5层),1985年,新华大街,43777,230.0,4.377617053673392
387,通州区,武夷花园牡丹园 ,3室1厅,106.75,南西,精装,底层(共6层),2002年,武夷花园,60890,650.0,6.0889929742388755
388,通州区,怡乐北街 ,2室1厅,67.66,南北,简装,中楼层(共6层),1998年,九棵树(家乐福),45818,310.0,4.581732190363583
389,通州区,鼎晟国际 ,1室0厅,50.91,北,简装,中楼层(共24层),2006年,新华大街,51071,260.0,5.107051659791789
390,通州区,新华联锦园 ,2室2厅,98.19,南北,精装,中楼层(共6层),2002年,通州北苑,42265,415.0,4.226499643548223
391,通州区,幸福艺居 ,2室1厅,80.29,南北,精装,中楼层(共7层),2002年,玉桥,51065,410.0,5.106488977456719
392,通州区,复兴北里 ,2室1厅,84.12,南北,简装,顶层(共6层),1995年,新华大街,38517,324.0,3.851640513552068
393,通州区,干休所家属院 ,2室1厅,54.03,南北,简装,中楼层(共6层),1983年,新华大街,44976,243.0,4.497501388117712
394,通州区,新通国际花园 ,2室1厅,89.34,南北,精装,顶层(共21层),2010年,梨园,49027,438.0,4.902619207521827
395,通州区,华龙小区 ,2室2厅,104.25,南北,精装,中楼层(共6层),2000年,潞苑,41248,430.0,4.124700239808154
396,通州区,金隅通和园 ,2室2厅,83.0,南,简装,高楼层(共28层),2011年,临河里,43374,360.0,4.337349397590361
397,通州区,东亚瑞晶苑 ,2室1厅,79.73,南西北,精装,低楼层(共22层),2009年,马驹桥,35746,285.0,3.5745641540198165
398,通州区,长城国际 ,1室0厅,52.37,东,简装,22层,2009年,通州北苑,50602,265.0,5.060148940232958
399,通州区,后南仓 ,2室1厅,54.26,南北,精装,中楼层(共6层),1981年,新华大街,49761,270.0,4.976041282712864
400,通州区,融科香雪兰溪 ,3室1厅,88.41,南北,精装,高楼层(共18层),2010年,马驹桥,38797,343.0,3.879651623119557
401,通州区,华业东方玫瑰A区 ,3室1厅,116.84,南北,毛坯,低楼层(共23层),2010年,临河里,56488,660.0,5.648750427935639
402,通州区,葛布店东里 ,2室1厅,57.21,南北,简装,高楼层(共6层),1991年,果园,49817,285.0,4.981646565285789
403,通州区,华诚花园 ,2室2厅,85.94,南北,简装,低楼层(共7层),1997年,北关,43636,375.0,4.363509425180358
404,通州区,月亮城堡 ,1室1厅,58.44,北,精装,低楼层(共12层),2005年,武夷花园,44491,260.0,4.4490075290896645
405,通州区,翠屏北里西区 ,3室1厅,115.82,东南北,简装,高楼层(共7层),2003年,果园,45588,528.0,4.558798135037127
406,通州区,新城东里 ,3室1厅,54.25,南北,简装,底层(共5层),1978年,新华大街,53272,289.0,5.3271889400921655
407,通州区,云景西里南区 ,2室1厅,58.64,南北,简装,中楼层(共6层),1994年,梨园,46897,275.0,4.689631650750341
408,通州区,京贸国际城西区 ,2室1厅,91.07,西南,精装,40层,2011年,武夷花园,55782,508.0,5.578126715713188
409,通州区,京贸国际城西区 ,2室1厅,90.77,南,简装,低楼层(共35层),2011年,武夷花园,56186,510.0,5.618596452572436
410,通州区,西潞苑小区 ,2室2厅,94.51,南北,精装,高楼层(共6层),2004年,北关,39044,369.0,3.904348746164427
411,通州区,新城嘉园 ,2室1厅,77.29,南北,精装,高楼层(共28层),2010年,梨园,48907,378.0,4.890671496959503
412,通州区,运河湾 ,1室2厅,68.54,南北,精装,高楼层(共11层),2009年,武夷花园,61570,422.0,6.156988619784067
413,通州区,河畔丽景 ,1室1厅,74.42,西南,简装,高楼层(共28层),2004年,武夷花园,47031,350.0,4.703036818059661
414,通州区,新城南关 ,2室1厅,50.45,南,简装,顶层(共5层),1978年,新华大街,46581,235.0,4.658077304261645
415,通州区,玉桥北里 ,2室1厅,53.42,东南,精装,底层(共5层),1990年,乔庄,51479,275.0,5.147884687383002
416,通州区,东阁雅舍 ,2室1厅,94.29,东北,简装,低楼层(共25层),2003年,北关,38181,360.0,3.8180082723512565
417,通州区,合生滨江帝景 ,2室1厅,89.5,南,精装,低楼层(共18层),2014年,玉桥,54190,485.0,5.418994413407821
418,通州区,葵花社 ,1室1厅,60.27,南,精装,中楼层(共14层),2006年,果园,56081,338.0,5.608096897295503
419,昌平区,新龙城 ,3室1厅,111.4,南北,简装,底层(共8层),2006年,回龙观,56105,625.0,5.6104129263913824
420,昌平区,新龙城 ,2室1厅,92.58,东西,精装,高楼层(共10层),2007年,回龙观,52820,489.0,5.281918340894362
421,昌平区,新龙城 ,3室1厅,120.36,南北,精装,中楼层(共10层),2007年,回龙观,56082,675.0,5.608175473579262
422,昌平区,北京北 ,1室1厅,60.96,西南,精装,高楼层(共20层),2008年,立水桥,56595,345.0,5.659448818897638
423,昌平区,旗胜家园 ,2室1厅,90.01,南北,简装,高楼层(共28层),2009年,西三旗,44329,399.0,4.43284079546717
424,昌平区,龙跃苑东五区 ,2室1厅,97.12,南北,精装,中楼层(共5层),2006年,回龙观,48188,468.0,4.818780889621087
425,昌平区,流星花园三区 ,2室1厅,77.91,南北,精装,顶层(共6层),2003年,回龙观,53267,415.0,5.326658965472982
426,昌平区,天通苑东一区 ,1室1厅,55.08,南,简装,中楼层(共7层),2001年,天通苑,56101,309.0,5.610021786492375
427,昌平区,万润家园 ,1室1厅,67.51,南,精装,高楼层(共9层),2003年,回龙观,58510,395.0,5.850985039253444
428,昌平区,天通苑东一区 ,2室1厅,112.98,南北,精装,中楼层(共7层),2001年,天通苑,38503,435.0,3.8502389803505044
429,昌平区,紫金新干线 ,2室1厅,82.75,南,简装,中楼层(共9层),2009年,霍营,53173,440.0,5.317220543806647
430,昌平区,天通苑东二区 ,2室1厅,106.1,西南,精装,中楼层(共19层),2001年,天通苑,39115,415.0,3.9114043355325165
431,昌平区,和谐家园一区 ,3室1厅,118.53,南北,精装,中楼层(共6层),2006年,回龙观,44631,529.0,4.463005146376445
432,昌平区,天通苑东二区 ,3室2厅,141.56,南北,精装,中楼层(共7层),2001年,天通苑,37794,535.0,3.7793161910144106
